date,VALUE
1991-01-26,3162000
1991-02-02,3228000
1991-02-09,3226000
1991-02-16,3293000
1991-02-23,3304000
1991-03-02,3357000
1991-03-09,3384000
1991-03-16,3448000
1991-03-23,3404000
1991-03-30,3502000
1991-04-06,3493000
1991-04-13,3464000
1991-04-20,3502000
1991-04-27,3474000
1991-05-04,3524000
1991-05-11,3492000
1991-05-18,3459000
1991-05-25,3472000
1991-06-01,3522000
1991-06-08,3439000
1991-06-15,3428000
1991-06-22,3389000
1991-06-29,3356000
1991-07-06,3393000
1991-07-13,3255000
1991-07-20,3276000
1991-07-27,3306000
1991-08-03,3307000
1991-08-10,3314000
1991-08-17,3282000
1991-08-24,3277000
1991-08-31,3279000
1991-09-07,3326000
1991-09-14,3275000
1991-09-21,3294000
1991-09-28,3290000
1991-10-05,3388000
1991-10-12,3237000
1991-10-19,3320000
1991-10-26,3299000
1991-11-02,3336000
1991-11-09,3328000
1991-11-16,3315000
1991-11-23,3226000
1991-11-30,3348000
1991-12-07,3388000
1991-12-14,3405000
1991-12-21,3264000
1991-12-28,3340000
1992-01-04,3410000
1992-01-11,3342000
1992-01-18,3297000
1992-01-25,3364000
1992-02-01,3301000
1992-02-08,3320000
1992-02-15,3260000
1992-02-22,3412000
1992-02-29,3280000
1992-03-07,3288000
1992-03-14,3280000
1992-03-21,3344000
1992-03-28,3336000
1992-04-04,3383000
1992-04-11,3288000
1992-04-18,3339000
1992-04-25,3365000
1992-05-02,3397000
1992-05-09,3354000
1992-05-16,3296000
1992-05-23,3285000
1992-05-30,3392000
1992-06-06,3265000
1992-06-13,3270000
1992-06-20,3284000
1992-06-27,3340000
1992-07-04,3212000
1992-07-11,3103000
1992-07-18,3238000
1992-07-25,3318000
1992-08-01,3467000
1992-08-08,3211000
1992-08-15,3210000
1992-08-22,3188000
1992-08-29,3175000
1992-09-05,3167000
1992-09-12,3261000
1992-09-19,3195000
1992-09-26,3194000
1992-10-03,3121000
1992-10-10,3072000
1992-10-17,3083000
1992-10-24,3063000
1992-10-31,2973000
1992-11-07,3017000
1992-11-14,2962000
1992-11-21,2906000
1992-11-28,2911000
1992-12-05,2918000
1992-12-12,2807000
1992-12-19,2770000
1992-12-26,2800000
1993-01-02,2729000
1993-01-09,2697000
1993-01-16,2749000
1993-01-23,2727000
1993-01-30,2663000
1993-02-06,2645000
1993-02-13,2628000
1993-02-20,2646000
1993-02-27,2645000
1993-03-06,2683000
1993-03-13,2618000
1993-03-20,2724000
1993-03-27,2725000
1993-04-03,2729000
1993-04-10,2781000
1993-04-17,2800000
1993-04-24,2792000
1993-05-01,2747000
1993-05-08,2820000
1993-05-15,2772000
1993-05-22,2816000
1993-05-29,2737000
1993-06-05,2808000
1993-06-12,2836000
1993-06-19,2857000
1993-06-26,2747000
1993-07-03,2724000
1993-07-10,2778000
1993-07-17,2766000
1993-07-24,2803000
1993-07-31,2843000
1993-08-07,2813000
1993-08-14,2791000
1993-08-21,2821000
1993-08-28,2788000
1993-09-04,2768000
1993-09-11,2844000
1993-09-18,2856000
1993-09-25,2836000
1993-10-02,2810000
1993-10-09,2799000
1993-10-16,2833000
1993-10-23,2882000
1993-10-30,2801000
1993-11-06,2833000
1993-11-13,2785000
1993-11-20,2801000
1993-11-27,2784000
1993-12-04,2802000
1993-12-11,2747000
1993-12-18,2780000
1993-12-25,2720000
1994-01-01,2633000
1994-01-08,2705000
1994-01-15,2634000
1994-01-22,2814000
1994-01-29,2762000
1994-02-05,2764000
1994-02-12,2861000
1994-02-19,2748000
1994-02-26,2797000
1994-03-05,2779000
1994-03-12,2783000
1994-03-19,2746000
1994-03-26,2710000
1994-04-02,2730000
1994-04-09,2773000
1994-04-16,2716000
1994-04-23,2695000
1994-04-30,2769000
1994-05-07,2726000
1994-05-14,2792000
1994-05-21,2766000
1994-05-28,2727000
1994-06-04,2740000
1994-06-11,2755000
1994-06-18,2698000
1994-06-25,2687000
1994-07-02,2672000
1994-07-09,2670000
1994-07-16,2680000
1994-07-23,2650000
1994-07-30,2626000
1994-08-06,2644000
1994-08-13,2639000
1994-08-20,2659000
1994-08-27,2648000
1994-09-03,2645000
1994-09-10,2633000
1994-09-17,2638000
1994-09-24,2601000
1994-10-01,2597000
1994-10-08,2561000
1994-10-15,2620000
1994-10-22,2556000
1994-10-29,2536000
1994-11-05,2538000
1994-11-12,2528000
1994-11-19,2533000
1994-11-26,2530000
1994-12-03,2513000
1994-12-10,2508000
1994-12-17,2557000
1994-12-24,2567000
1994-12-31,2499000
1995-01-07,2486000
1995-01-14,2559000
1995-01-21,2473000
1995-01-28,2532000
1995-02-04,2501000
1995-02-11,2515000
1995-02-18,2541000
1995-02-25,2533000
1995-03-04,2518000
1995-03-11,2564000
1995-03-18,2513000
1995-03-25,2530000
1995-04-01,2484000
1995-04-08,2500000
1995-04-15,2505000
1995-04-22,2569000
1995-04-29,2539000
1995-05-06,2535000
1995-05-13,2567000
1995-05-20,2616000
1995-05-27,2574000
1995-06-03,2608000
1995-06-10,2614000
1995-06-17,2603000
1995-06-24,2602000
1995-07-01,2596000
1995-07-08,2651000
1995-07-15,2677000
1995-07-22,2605000
1995-07-29,2585000
1995-08-05,2592000
1995-08-12,2612000
1995-08-19,2615000
1995-08-26,2610000
1995-09-02,2613000
1995-09-09,2636000
1995-09-16,2650000
1995-09-23,2626000
1995-09-30,2609000
1995-10-07,2651000
1995-10-14,2688000
1995-10-21,2640000
1995-10-28,2674000
1995-11-04,2649000
1995-11-11,2674000
1995-11-18,2653000
1995-11-25,2712000
1995-12-02,2623000
1995-12-09,2629000
1995-12-16,2631000
1995-12-23,2622000
1995-12-30,2558000
1996-01-06,2549000
1996-01-13,2702000
1996-01-20,2707000
1996-01-27,2637000
1996-02-03,2750000
1996-02-10,2672000
1996-02-17,2694000
1996-02-24,2655000
1996-03-02,2688000
1996-03-09,2647000
1996-03-16,2677000
1996-03-23,2738000
1996-03-30,2675000
1996-04-06,2648000
1996-04-13,2657000
1996-04-20,2620000
1996-04-27,2609000
1996-05-04,2602000
1996-05-11,2586000
1996-05-18,2584000
1996-05-25,2590000
1996-06-01,2553000
1996-06-08,2521000
1996-06-15,2560000
1996-06-22,2550000
1996-06-29,2556000
1996-07-06,2501000
1996-07-13,2495000
1996-07-20,2492000
1996-07-27,2472000
1996-08-03,2476000
1996-08-10,2492000
1996-08-17,2495000
1996-08-24,2493000
1996-08-31,2516000
1996-09-07,2443000
1996-09-14,2486000
1996-09-21,2484000
1996-09-28,2479000
1996-10-05,2496000
1996-10-12,2422000
1996-10-19,2449000
1996-10-26,2474000
1996-11-02,2452000
1996-11-09,2475000
1996-11-16,2406000
1996-11-23,2350000
1996-11-30,2460000
1996-12-07,2484000
1996-12-14,2464000
1996-12-21,2506000
1996-12-28,2497000
1997-01-04,2552000
1997-01-11,2473000
1997-01-18,2434000
1997-01-25,2492000
1997-02-01,2403000
1997-02-08,2436000
1997-02-15,2407000
1997-02-22,2414000
1997-03-01,2370000
1997-03-08,2371000
1997-03-15,2344000
1997-03-22,2322000
1997-03-29,2331000
1997-04-05,2359000
1997-04-12,2307000
1997-04-19,2304000
1997-04-26,2327000
1997-05-03,2339000
1997-05-10,2318000
1997-05-17,2276000
1997-05-24,2274000
1997-05-31,2307000
1997-06-07,2276000
1997-06-14,2265000
1997-06-21,2303000
1997-06-28,2338000
1997-07-05,2289000
1997-07-12,2262000
1997-07-19,2268000
1997-07-26,2259000
1997-08-02,2235000
1997-08-09,2270000
1997-08-16,2290000
1997-08-23,2283000
1997-08-30,2284000
1997-09-06,2265000
1997-09-13,2200000
1997-09-20,2241000
1997-09-27,2233000
1997-10-04,2239000
1997-10-11,2213000
1997-10-18,2182000
1997-10-25,2228000
1997-11-01,2201000
1997-11-08,2207000
1997-11-15,2209000
1997-11-22,2216000
1997-11-29,2242000
1997-12-06,2230000
1997-12-13,2231000
1997-12-20,2189000
1997-12-27,2291000
1998-01-03,2369000
1998-01-10,2291000
1998-01-17,2241000
1998-01-24,2275000
1998-01-31,2200000
1998-02-07,2253000
1998-02-14,2227000
1998-02-21,2208000
1998-02-28,2209000
1998-03-07,2208000
1998-03-14,2237000
1998-03-21,2227000
1998-03-28,2215000
1998-04-04,2166000
1998-04-11,2202000
1998-04-18,2210000
1998-04-25,2152000
1998-05-02,2135000
1998-05-09,2140000
1998-05-16,2118000
1998-05-23,2134000
1998-05-30,2146000
1998-06-06,2122000
1998-06-13,2159000
1998-06-20,2188000
1998-06-27,2388000
1998-07-04,2290000
1998-07-11,2323000
1998-07-18,2339000
1998-07-25,2383000
1998-08-01,2336000
1998-08-08,2258000
1998-08-15,2210000
1998-08-22,2202000
1998-08-29,2182000
1998-09-05,2160000
1998-09-12,2190000
1998-09-19,2114000
1998-09-26,2148000
1998-10-03,2156000
1998-10-10,2167000
1998-10-17,2168000
1998-10-24,2169000
1998-10-31,2162000
1998-11-07,2195000
1998-11-14,2177000
1998-11-21,2207000
1998-11-28,2236000
1998-12-05,2239000
1998-12-12,2205000
1998-12-19,2171000
1998-12-26,2266000
1999-01-02,2303000
1999-01-09,2289000
1999-01-16,2316000
1999-01-23,2269000
1999-01-30,2259000
1999-02-06,2253000
1999-02-13,2253000
1999-02-20,2237000
1999-02-27,2219000
1999-03-06,2238000
1999-03-13,2232000
1999-03-20,2247000
1999-03-27,2191000
1999-04-03,2280000
1999-04-10,2247000
1999-04-17,2230000
1999-04-24,2193000
1999-05-01,2226000
1999-05-08,2200000
1999-05-15,2232000
1999-05-22,2223000
1999-05-29,2191000
1999-06-05,2194000
1999-06-12,2215000
1999-06-19,2183000
1999-06-26,2177000
1999-07-03,2202000
1999-07-10,2171000
1999-07-17,2226000
1999-07-24,2203000
1999-07-31,2164000
1999-08-07,2192000
1999-08-14,2176000
1999-08-21,2185000
1999-08-28,2168000
1999-09-04,2157000
1999-09-11,2163000
1999-09-18,2170000
1999-09-25,2158000
1999-10-02,2139000
1999-10-09,2105000
1999-10-16,2102000
1999-10-23,2086000
1999-10-30,2082000
1999-11-06,2099000
1999-11-13,2035000
1999-11-20,2111000
1999-11-27,2098000
1999-12-04,2094000
1999-12-11,2070000
1999-12-18,2123000
1999-12-25,2102000
2000-01-01,2102000
2000-01-08,2107000
2000-01-15,2115000
2000-01-22,2061000
2000-01-29,2164000
2000-02-05,2160000
2000-02-12,2141000
2000-02-19,2132000
2000-02-26,2157000
2000-03-04,2098000
2000-03-11,2099000
2000-03-18,2051000
2000-03-25,2068000
2000-04-01,2026000
2000-04-08,2027000
2000-04-15,1962000
2000-04-22,2035000
2000-04-29,2027000
2000-05-06,1991000
2000-05-13,1982000
2000-05-20,1998000
2000-05-27,1987000
2000-06-03,2019000
2000-06-10,2020000
2000-06-17,2041000
2000-06-24,2033000
2000-07-01,2052000
2000-07-08,2099000
2000-07-15,2122000
2000-07-22,2070000
2000-07-29,2085000
2000-08-05,2096000
2000-08-12,2109000
2000-08-19,2145000
2000-08-26,2119000
2000-09-02,2169000
2000-09-09,2139000
2000-09-16,2115000
2000-09-23,2098000
2000-09-30,2077000
2000-10-07,2133000
2000-10-14,2124000
2000-10-21,2082000
2000-10-28,2126000
2000-11-04,2110000
2000-11-11,2161000
2000-11-18,2279000
2000-11-25,2295000
2000-12-02,2229000
2000-12-09,2263000
2000-12-16,2322000
2000-12-23,2340000
2000-12-30,2378000
2001-01-06,2357000
2001-01-13,2367000
2001-01-20,2419000
2001-01-27,2440000
2001-02-03,2489000
2001-02-10,2435000
2001-02-17,2516000
2001-02-24,2506000
2001-03-03,2558000
2001-03-10,2557000
2001-03-17,2605000
2001-03-24,2587000
2001-03-31,2620000
2001-04-07,2582000
2001-04-14,2742000
2001-04-21,2737000
2001-04-28,2728000
2001-05-05,2732000
2001-05-12,2800000
2001-05-19,2819000
2001-05-26,2926000
2001-06-02,2919000
2001-06-09,2948000
2001-06-16,2939000
2001-06-23,2972000
2001-06-30,2959000
2001-07-07,3063000
2001-07-14,3029000
2001-07-21,2975000
2001-07-28,3056000
2001-08-04,3079000
2001-08-11,3125000
2001-08-18,3113000
2001-08-25,3163000
2001-09-01,3213000
2001-09-08,3197000
2001-09-15,3214000
2001-09-22,3302000
2001-09-29,3385000
2001-10-06,3432000
2001-10-13,3521000
2001-10-20,3557000
2001-10-27,3600000
2001-11-03,3616000
2001-11-10,3627000
2001-11-17,3790000
2001-11-24,3593000
2001-12-01,3619000
2001-12-08,3626000
2001-12-15,3637000
2001-12-22,3591000
2001-12-29,3474000
2002-01-05,3587000
2002-01-12,3500000
2002-01-19,3557000
2002-01-26,3558000
2002-02-02,3537000
2002-02-09,3562000
2002-02-16,3580000
2002-02-23,3538000
2002-03-02,3567000
2002-03-09,3567000
2002-03-16,3598000
2002-03-23,3599000
2002-03-30,3723000
2002-04-06,3732000
2002-04-13,3650000
2002-04-20,3675000
2002-04-27,3700000
2002-05-04,3712000
2002-05-11,3729000
2002-05-18,3695000
2002-05-25,3712000
2002-06-01,3664000
2002-06-08,3681000
2002-06-15,3604000
2002-06-22,3639000
2002-06-29,3588000
2002-07-06,3554000
2002-07-13,3495000
2002-07-20,3473000
2002-07-27,3495000
2002-08-03,3498000
2002-08-10,3485000
2002-08-17,3531000
2002-08-24,3521000
2002-08-31,3549000
2002-09-07,3532000
2002-09-14,3554000
2002-09-21,3579000
2002-09-28,3555000
2002-10-05,3619000
2002-10-12,3529000
2002-10-19,3518000
2002-10-26,3557000
2002-11-02,3557000
2002-11-09,3539000
2002-11-16,3438000
2002-11-23,3474000
2002-11-30,3404000
2002-12-07,3537000
2002-12-14,3497000
2002-12-21,3435000
2002-12-28,3462000
2003-01-04,3438000
2003-01-11,3388000
2003-01-18,3357000
2003-01-25,3475000
2003-02-01,3368000
2003-02-08,3457000
2003-02-15,3423000
2003-02-22,3500000
2003-03-01,3496000
2003-03-08,3559000
2003-03-15,3528000
2003-03-22,3585000
2003-03-29,3536000
2003-04-05,3583000
2003-04-12,3586000
2003-04-19,3674000
2003-04-26,3676000
2003-05-03,3730000
2003-05-10,3704000
2003-05-17,3716000
2003-05-24,3672000
2003-05-31,3774000
2003-06-07,3682000
2003-06-14,3695000
2003-06-21,3692000
2003-06-28,3737000
2003-07-05,3627000
2003-07-12,3599000
2003-07-19,3592000
2003-07-26,3647000
2003-08-02,3601000
2003-08-09,3596000
2003-08-16,3603000
2003-08-23,3574000
2003-08-30,3608000
2003-09-06,3598000
2003-09-13,3559000
2003-09-20,3588000
2003-09-27,3558000
2003-10-04,3570000
2003-10-11,3468000
2003-10-18,3466000
2003-10-25,3441000
2003-11-01,3427000
2003-11-08,3441000
2003-11-15,3331000
2003-11-22,3337000
2003-11-29,3331000
2003-12-06,3318000
2003-12-13,3251000
2003-12-20,3254000
2003-12-27,3258000
2004-01-03,3188000
2004-01-10,3154000
2004-01-17,3139000
2004-01-24,3142000
2004-01-31,3118000
2004-02-07,3179000
2004-02-14,3131000
2004-02-21,3092000
2004-02-28,3057000
2004-03-06,3072000
2004-03-13,3040000
2004-03-20,3066000
2004-03-27,3007000
2004-04-03,2990000
2004-04-10,3022000
2004-04-17,3031000
2004-04-24,2960000
2004-05-01,2998000
2004-05-08,2978000
2004-05-15,2976000
2004-05-22,3010000
2004-05-29,2916000
2004-06-05,2923000
2004-06-12,2990000
2004-06-19,2973000
2004-06-26,2917000
2004-07-03,2948000
2004-07-10,2852000
2004-07-17,2956000
2004-07-24,2935000
2004-07-31,2894000
2004-08-07,2920000
2004-08-14,2889000
2004-08-21,2877000
2004-08-28,2880000
2004-09-04,2872000
2004-09-11,2875000
2004-09-18,2865000
2004-09-25,2839000
2004-10-02,2799000
2004-10-09,2773000
2004-10-16,2781000
2004-10-23,2774000
2004-10-30,2763000
2004-11-06,2765000
2004-11-13,2707000
2004-11-20,2705000
2004-11-27,2761000
2004-12-04,2725000
2004-12-11,2692000
2004-12-18,2688000
2004-12-25,2771000
2005-01-01,2672000
2005-01-08,2720000
2005-01-15,2790000
2005-01-22,2706000
2005-01-29,2731000
2005-02-05,2710000
2005-02-12,2666000
2005-02-19,2667000
2005-02-26,2703000
2005-03-05,2658000
2005-03-12,2681000
2005-03-19,2616000
2005-03-26,2683000
2005-04-02,2653000
2005-04-09,2626000
2005-04-16,2559000
2005-04-23,2588000
2005-04-30,2596000
2005-05-07,2605000
2005-05-14,2568000
2005-05-21,2595000
2005-05-28,2577000
2005-06-04,2630000
2005-06-11,2599000
2005-06-18,2602000
2005-06-25,2569000
2005-07-02,2612000
2005-07-09,2583000
2005-07-16,2619000
2005-07-23,2592000
2005-07-30,2570000
2005-08-06,2584000
2005-08-13,2573000
2005-08-20,2598000
2005-08-27,2568000
2005-09-03,2575000
2005-09-10,2651000
2005-09-17,2787000
2005-09-24,2853000
2005-10-01,2841000
2005-10-08,2831000
2005-10-15,2821000
2005-10-22,2772000
2005-10-29,2752000
2005-11-05,2746000
2005-11-12,2760000
2005-11-19,2712000
2005-11-26,2587000
2005-12-03,2589000
2005-12-10,2620000
2005-12-17,2660000
2005-12-24,2668000
2005-12-31,2660000
2006-01-07,2561000
2006-01-14,2586000
2006-01-21,2516000
2006-01-28,2565000
2006-02-04,2520000
2006-02-11,2517000
2006-02-18,2488000
2006-02-25,2504000
2006-03-04,2453000
2006-03-11,2474000
2006-03-18,2456000
2006-03-25,2439000
2006-04-01,2405000
2006-04-08,2411000
2006-04-15,2408000
2006-04-22,2424000
2006-04-29,2357000
2006-05-06,2372000
2006-05-13,2383000
2006-05-20,2399000
2006-05-27,2381000
2006-06-03,2408000
2006-06-10,2412000
2006-06-17,2395000
2006-06-24,2419000
2006-07-01,2399000
2006-07-08,2491000
2006-07-15,2475000
2006-07-22,2422000
2006-07-29,2460000
2006-08-05,2477000
2006-08-12,2467000
2006-08-19,2464000
2006-08-26,2457000
2006-09-02,2467000
2006-09-09,2449000
2006-09-16,2438000
2006-09-23,2440000
2006-09-30,2437000
2006-10-07,2449000
2006-10-14,2459000
2006-10-21,2428000
2006-10-28,2449000
2006-11-04,2414000
2006-11-11,2467000
2006-11-18,2506000
2006-11-25,2517000
2006-12-02,2472000
2006-12-09,2517000
2006-12-16,2513000
2006-12-23,2449000
2006-12-30,2455000
2007-01-06,2518000
2007-01-13,2507000
2007-01-20,2552000
2007-01-27,2520000
2007-02-03,2575000
2007-02-10,2527000
2007-02-17,2626000
2007-02-24,2549000
2007-03-03,2581000
2007-03-10,2511000
2007-03-17,2515000
2007-03-24,2489000
2007-03-31,2499000
2007-04-07,2497000
2007-04-14,2538000
2007-04-21,2463000
2007-04-28,2486000
2007-05-05,2429000
2007-05-12,2465000
2007-05-19,2417000
2007-05-26,2480000
2007-06-02,2452000
2007-06-09,2484000
2007-06-16,2453000
2007-06-23,2520000
2007-06-30,2501000
2007-07-07,2563000
2007-07-14,2555000
2007-07-21,2514000
2007-07-28,2537000
2007-08-04,2531000
2007-08-11,2556000
2007-08-18,2556000
2007-08-25,2569000
2007-09-01,2565000
2007-09-08,2537000
2007-09-15,2536000
2007-09-22,2530000
2007-09-29,2518000
2007-10-06,2521000
2007-10-13,2541000
2007-10-20,2598000
2007-10-27,2587000
2007-11-03,2617000
2007-11-10,2607000
2007-11-17,2609000
2007-11-24,2634000
2007-12-01,2639000
2007-12-08,2672000
2007-12-15,2737000
2007-12-22,2752000
2007-12-29,2760000
2008-01-05,2828000
2008-01-12,2752000
2008-01-19,2770000
2008-01-26,2845000
2008-02-02,2810000
2008-02-09,2846000
2008-02-16,2837000
2008-02-23,2884000
2008-03-01,2867000
2008-03-08,2895000
2008-03-15,2897000
2008-03-22,2938000
2008-03-29,2967000
2008-04-05,2969000
2008-04-12,2937000
2008-04-19,2964000
2008-04-26,2986000
2008-05-03,2993000
2008-05-10,2997000
2008-05-17,3016000
2008-05-24,3007000
2008-05-31,3055000
2008-06-07,3010000
2008-06-14,3057000
2008-06-21,3054000
2008-06-28,3110000
2008-07-05,3113000
2008-07-12,3104000
2008-07-19,3227000
2008-07-26,3261000
2008-08-02,3330000
2008-08-09,3327000
2008-08-16,3385000
2008-08-23,3384000
2008-08-30,3464000
2008-09-06,3420000
2008-09-13,3493000
2008-09-20,3551000
2008-09-27,3623000
2008-10-04,3676000
2008-10-11,3696000
2008-10-18,3729000
2008-10-25,3823000
2008-11-01,3928000
2008-11-08,4011000
2008-11-15,4002000
2008-11-22,4095000
2008-11-29,4447000
2008-12-06,4417000
2008-12-13,4445000
2008-12-20,4548000
2008-12-27,4679000
2009-01-03,4692000
2009-01-10,4760000
2009-01-17,4864000
2009-01-24,4980000
2009-01-31,5010000
2009-02-07,5157000
2009-02-14,5279000
2009-02-21,5307000
2009-02-28,5445000
2009-03-07,5600000
2009-03-14,5699000
2009-03-21,5829000
2009-03-28,5935000
2009-04-04,6044000
2009-04-11,6130000
2009-04-18,6264000
2009-04-25,6300000
2009-05-02,6416000
2009-05-09,6516000
2009-05-16,6539000
2009-05-23,6522000
2009-05-30,6635000
2009-06-06,6506000
2009-06-13,6525000
2009-06-20,6488000
2009-06-27,6618000
2009-07-04,6145000
2009-07-11,6136000
2009-07-18,6118000
2009-07-25,6157000
2009-08-01,6111000
2009-08-08,6090000
2009-08-15,6008000
2009-08-22,6060000
2009-08-29,5970000
2009-09-05,6079000
2009-09-12,6006000
2009-09-19,5942000
2009-09-26,5912000
2009-10-03,5900000
2009-10-10,5828000
2009-10-17,5746000
2009-10-24,5705000
2009-10-31,5649000
2009-11-07,5568000
2009-11-14,5462000
2009-11-21,5489000
2009-11-28,5323000
2009-12-05,5289000
2009-12-12,5191000
2009-12-19,5100000
2009-12-26,4987000
2010-01-02,4870000
2010-01-09,4879000
2010-01-16,4809000
2010-01-23,4841000
2010-01-30,4796000
2010-02-06,4838000
2010-02-13,4815000
2010-02-20,4767000
2010-02-27,4755000
2010-03-06,4766000
2010-03-13,4750000
2010-03-20,4743000
2010-03-27,4668000
2010-04-03,4755000
2010-04-10,4746000
2010-04-17,4721000
2010-04-24,4690000
2010-05-01,4695000
2010-05-08,4707000
2010-05-15,4688000
2010-05-22,4731000
2010-05-29,4553000
2010-06-05,4624000
2010-06-12,4606000
2010-06-19,4619000
2010-06-26,4484000
2010-07-03,4620000
2010-07-10,4482000
2010-07-17,4545000
2010-07-24,4529000
2010-07-31,4467000
2010-08-07,4478000
2010-08-14,4432000
2010-08-21,4426000
2010-08-28,4509000
2010-09-04,4501000
2010-09-11,4487000
2010-09-18,4452000
2010-09-25,4431000
2010-10-02,4407000
2010-10-09,4403000
2010-10-16,4348000
2010-10-23,4331000
2010-10-30,4328000
2010-11-06,4270000
2010-11-13,4176000
2010-11-20,4218000
2010-11-27,4118000
2010-12-04,4137000
2010-12-11,4062000
2010-12-18,4113000
2010-12-25,4088000
2011-01-01,3898000
2011-01-08,3907000
2011-01-15,3974000
2011-01-22,3926000
2011-01-29,3887000
2011-02-05,3928000
2011-02-12,3839000
2011-02-19,3821000
2011-02-26,3809000
2011-03-05,3772000
2011-03-12,3772000
2011-03-19,3752000
2011-03-26,3766000
2011-04-02,3756000
2011-04-09,3751000
2011-04-16,3717000
2011-04-23,3796000
2011-04-30,3834000
2011-05-07,3787000
2011-05-14,3781000
2011-05-21,3799000
2011-05-28,3728000
2011-06-04,3750000
2011-06-11,3746000
2011-06-18,3752000
2011-06-25,3719000
2011-07-02,3733000
2011-07-09,3724000
2011-07-16,3734000
2011-07-23,3741000
2011-07-30,3676000
2011-08-06,3709000
2011-08-13,3717000
2011-08-20,3715000
2011-08-27,3723000
2011-09-03,3759000
2011-09-10,3758000
2011-09-17,3747000
2011-09-24,3707000
2011-10-01,3697000
2011-10-08,3731000
2011-10-15,3704000
2011-10-22,3699000
2011-10-29,3677000
2011-11-05,3603000
2011-11-12,3676000
2011-11-19,3739000
2011-11-26,3592000
2011-12-03,3595000
2011-12-10,3543000
2011-12-17,3588000
2011-12-24,3575000
2011-12-31,3566000
2012-01-07,3421000
2012-01-14,3511000
2012-01-21,3419000
2012-01-28,3454000
2012-02-04,3391000
2012-02-11,3362000
2012-02-18,3382000
2012-02-25,3392000
2012-03-03,3367000
2012-03-10,3353000
2012-03-17,3342000
2012-03-24,3336000
2012-03-31,3286000
2012-04-07,3325000
2012-04-14,3355000
2012-04-21,3316000
2012-04-28,3296000
2012-05-05,3326000
2012-05-12,3334000
2012-05-19,3301000
2012-05-26,3351000
2012-06-02,3327000
2012-06-09,3343000
2012-06-16,3323000
2012-06-23,3325000
2012-06-30,3304000
2012-07-07,3314000
2012-07-14,3307000
2012-07-21,3290000
2012-07-28,3312000
2012-08-04,3302000
2012-08-11,3296000
2012-08-18,3306000
2012-08-25,3321000
2012-09-01,3327000
2012-09-08,3312000
2012-09-15,3316000
2012-09-22,3308000
2012-09-29,3309000
2012-10-06,3295000
2012-10-13,3302000
2012-10-20,3285000
2012-10-27,3223000
2012-11-03,3368000
2012-11-10,3364000
2012-11-17,3325000
2012-11-24,3248000
2012-12-01,3195000
2012-12-08,3229000
2012-12-15,3179000
2012-12-22,3221000
2012-12-29,3127000
2013-01-05,3147000
2013-01-12,3108000
2013-01-19,3138000
2013-01-26,3138000
2013-02-02,3075000
2013-02-09,3081000
2013-02-16,3036000
2013-02-23,3043000
2013-03-02,3011000
2013-03-09,3024000
2013-03-16,3028000
2013-03-23,3046000
2013-03-30,3080000
2013-04-06,3076000
2013-04-13,3024000
2013-04-20,3027000
2013-04-27,3039000
2013-05-04,3042000
2013-05-11,2975000
