date,VALUE
2000-07-01,1.41
2000-08-01,1.43
2000-09-01,1.4
2000-10-01,1.42
2000-11-01,1.43
2000-12-01,1.42
2001-01-01,1.44
2001-02-01,1.42
2001-03-01,1.44
2001-04-01,1.45
2001-05-01,1.43
2001-06-01,1.44
2001-07-01,1.43
2001-08-01,1.42
2001-09-01,1.44
2001-10-01,1.4
2001-11-01,1.39
2001-12-01,1.39
2002-01-01,1.39
2002-02-01,1.38
2002-03-01,1.37
2002-04-01,1.35
2002-05-01,1.35
2002-06-01,1.35
2002-07-01,1.36
2002-08-01,1.34
2002-09-01,1.36
2002-10-01,1.36
2002-11-01,1.35
2002-12-01,1.37
2003-01-01,1.35
2003-02-01,1.36
2003-03-01,1.35
2003-04-01,1.38
2003-05-01,1.37
2003-06-01,1.35
2003-07-01,1.33
2003-08-01,1.32
2003-09-01,1.31
2003-10-01,1.32
2003-11-01,1.31
2003-12-01,1.31
2004-01-01,1.31
2004-02-01,1.31
2004-03-01,1.28
2004-04-01,1.3
2004-05-01,1.29
2004-06-01,1.31
2004-07-01,1.31
2004-08-01,1.31
2004-09-01,1.3
2004-10-01,1.29
2004-11-01,1.3
2004-12-01,1.28
2005-01-01,1.29
2005-02-01,1.29
2005-03-01,1.3
2005-04-01,1.28
2005-05-01,1.29
2005-06-01,1.28
2005-07-01,1.27
2005-08-01,1.26
2005-09-01,1.25
2005-10-01,1.25
2005-11-01,1.26
2005-12-01,1.26
2006-01-01,1.25
2006-02-01,1.26
2006-03-01,1.26
2006-04-01,1.27
2006-05-01,1.27
2006-06-01,1.28
2006-07-01,1.29
2006-08-01,1.28
2006-09-01,1.31
2006-10-01,1.32
2006-11-01,1.32
2006-12-01,1.28
2007-01-01,1.31
2007-02-01,1.3
2007-03-01,1.28
2007-04-01,1.28
2007-05-01,1.27
2007-06-01,1.28
2007-07-01,1.29
2007-08-01,1.28
2007-09-01,1.28
2007-10-01,1.27
2007-11-01,1.26
2007-12-01,1.28
2008-01-01,1.27
2008-02-01,1.28
2008-03-01,1.28
2008-04-01,1.27
2008-05-01,1.26
2008-06-01,1.25
2008-07-01,1.26
2008-08-01,1.29
2008-09-01,1.31
2008-10-01,1.36
2008-11-01,1.44
2008-12-01,1.47
2009-01-01,1.48
2009-02-01,1.45
2009-03-01,1.47
2009-04-01,1.45
2009-05-01,1.43
2009-06-01,1.38
2009-07-01,1.36
2009-08-01,1.32
2009-09-01,1.32
2009-10-01,1.31
2009-11-01,1.3
2009-12-01,1.28
2010-01-01,1.27
2010-02-01,1.28
2010-03-01,1.26
2010-04-01,1.25
2010-05-01,1.26
2010-06-01,1.27
2010-07-01,1.27
2010-08-01,1.27
2010-09-01,1.28
2010-10-01,1.27
2010-11-01,1.27
2010-12-01,1.27
2011-01-01,1.25
2011-02-01,1.26
2011-03-01,1.24
2011-04-01,1.25
2011-05-01,1.27
2011-06-01,1.27
2011-07-01,1.26
2011-08-01,1.26
2011-09-01,1.26
2011-10-01,1.26
2011-11-01,1.27
2011-12-01,1.26
2012-01-01,1.25
2012-02-01,1.25
2012-03-01,1.26
2012-04-01,1.26
2012-05-01,1.27
2012-06-01,1.29
2012-07-01,1.3
2012-08-01,1.29
2012-09-01,1.29
2012-10-01,1.29
2012-11-01,1.28
2012-12-01,1.29
2013-01-01,1.29
2013-02-01,1.27
2013-03-01,1.29
2013-04-01,1.3
2013-05-01,1.29
2013-06-01,1.29
2013-07-01,1.29
2013-08-01,1.29
2013-09-01,1.29
2013-10-01,1.3
2013-11-01,1.29
2013-12-01,1.3
2014-01-01,1.32
2014-02-01,1.31
2014-03-01,1.3
2014-04-01,1.3
2014-05-01,1.3
2014-06-01,1.3
2014-07-01,1.3
2014-08-01,1.31
2014-09-01,1.31
2014-10-01,1.32
2014-11-01,1.33
2014-12-01,1.35
2015-01-01,1.38
2015-02-01,1.39
2015-03-01,1.38
2015-04-01,1.38
2015-05-01,1.38
2015-06-01,1.38
2015-07-01,1.38
2015-08-01,1.39
2015-09-01,1.4
2015-10-01,1.41
2015-11-01,1.41
2015-12-01,1.43
2016-01-01,1.43
2016-02-01,1.43
2016-03-01,1.43
2016-04-01,1.43
2016-05-01,1.43
2016-06-01,1.41
2016-07-01,1.42
2016-08-01,1.41
2016-09-01,1.41
2016-10-01,1.4
2016-11-01,1.41
2016-12-01,1.39
2017-01-01,1.38
2017-02-01,1.38
2017-03-01,1.39
2017-04-01,1.39
2017-05-01,1.39
2017-06-01,1.39
2017-07-01,1.4
2017-08-01,1.39
2017-09-01,1.38
2017-10-01,1.36
2017-11-01,1.35
2017-12-01,1.35
2018-01-01,1.36
2018-02-01,1.36
2018-03-01,1.36
2018-04-01,1.36
2018-05-01,1.34
2018-06-01,1.34
2018-07-01,1.35
2018-08-01,1.35
2018-09-01,1.35
2018-10-01,1.35
2018-11-01,1.36
2018-12-01,1.39
2019-01-01,1.4
2019-02-01,1.4
2019-03-01,1.38
2019-04-01,1.39
2019-05-01,1.4
2019-06-01,1.39
2019-07-01,1.39
2019-08-01,1.39
2019-09-01,1.4
2019-10-01,1.4
2019-11-01,1.39
2019-12-01,1.39
2020-01-01,1.38
2020-02-01,1.38
2020-03-01,1.45
2020-04-01,1.67
2020-05-01,1.5
2020-06-01,1.37
2020-07-01,1.33
2020-08-01,1.32
2020-09-01,1.32
2020-10-01,1.32
2020-11-01,1.32
2020-12-01,1.32
2021-01-01,1.26
